"year","indicator","perspective","group","country","amount","unit"
"2009","Climate Change (Short-Term)","Consumption footprint","CO2","Algeria",110.6701,"Million tonnes CO2 eq."
"2009","Climate Change (Short-Term)","Consumption footprint","N2O","Algeria",5.1363,"Million tonnes CO2 eq."
"2009","Climate Change (Short-Term)","Domestic production","CH4","Algeria",88.86459,"Million tonnes CO2 eq."
"2009","Climate Change (Short-Term)","Domestic production","CO2","Algeria",100.72755,"Million tonnes CO2 eq."
"2009","Climate Change (Short-Term)","Domestic production","N2O","Algeria",3.01345,"Million tonnes CO2 eq."
"2010","Climate Change (Short-Term)","Consumption footprint","CH4","Algeria",25.62792,"Million tonnes CO2 eq."
"2010","Climate Change (Short-Term)","Consumption footprint","CO2","Algeria",105.08168,"Million tonnes CO2 eq."
"2010","Climate Change (Short-Term)","Consumption footprint","N2O","Algeria",4.75313,"Million tonnes CO2 eq."
"2010","Climate Change (Short-Term)","Domestic production","CH4","Algeria",90.22232,"Million tonnes CO2 eq."
"2010","Climate Change (Short-Term)","Domestic production","CO2","Algeria",102.91923,"Million tonnes CO2 eq."
"2010","Climate Change (Short-Term)","Domestic production","N2O","Algeria",3.11531,"Million tonnes CO2 eq."
"2011","Climate Change (Short-Term)","Consumption footprint","CH4","Algeria",26.92763,"Million tonnes CO2 eq."
"2011","Climate Change (Short-Term)","Consumption footprint","CO2","Algeria",111.90894,"Million tonnes CO2 eq."
"2011","Climate Change (Short-Term)","Consumption footprint","N2O","Algeria",5.12938,"Million tonnes CO2 eq."
"2011","Climate Change (Short-Term)","Domestic production","CH4","Algeria",87.51294,"Million tonnes CO2 eq."
"2011","Climate Change (Short-Term)","Domestic production","CO2","Algeria",107.957,"Million tonnes CO2 eq."
"2011","Climate Change (Short-Term)","Domestic production","N2O","Algeria",3.1987,"Million tonnes CO2 eq."
"2012","Climate Change (Short-Term)","Consumption footprint","CH4","Algeria",27.42891,"Million tonnes CO2 eq."
"2012","Climate Change (Short-Term)","Consumption footprint","CO2","Algeria",118.32374,"Million tonnes CO2 eq."
"2012","Climate Change (Short-Term)","Consumption footprint","N2O","Algeria",5.04431,"Million tonnes CO2 eq."
"2012","Climate Change (Short-Term)","Domestic production","CH4","Algeria",88.51976,"Million tonnes CO2 eq."
"2012","Climate Change (Short-Term)","Domestic production","CO2","Algeria",115.32745,"Million tonnes CO2 eq."
"2012","Climate Change (Short-Term)","Domestic production","N2O","Algeria",3.34374,"Million tonnes CO2 eq."
"2013","Climate Change (Short-Term)","Consumption footprint","CH4","Algeria",29.17451,"Million tonnes CO2 eq."
"2013","Climate Change (Short-Term)","Consumption footprint","CO2","Algeria",123.6963,"Million tonnes CO2 eq."
"2013","Climate Change (Short-Term)","Consumption footprint","N2O","Algeria",5.45114,"Million tonnes CO2 eq."
"2013","Climate Change (Short-Term)","Domestic production","CH4","Algeria",89.09032,"Million tonnes CO2 eq."
"2013","Climate Change (Short-Term)","Domestic production","CO2","Algeria",117.49166,"Million tonnes CO2 eq."
"2013","Climate Change (Short-Term)","Domestic production","N2O","Algeria",3.42472,"Million tonnes CO2 eq."
"2014","Climate Change (Short-Term)","Consumption footprint","CH4","Algeria",29.97442,"Million tonnes CO2 eq."
"2014","Climate Change (Short-Term)","Consumption footprint","CO2","Algeria",132.88344,"Million tonnes CO2 eq."
"2014","Climate Change (Short-Term)","Consumption footprint","N2O","Algeria",5.62918,"Million tonnes CO2 eq."
"2014","Climate Change (Short-Term)","Domestic production","CH4","Algeria",92.64919,"Million tonnes CO2 eq."
"2014","Climate Change (Short-Term)","Domestic production","CO2","Algeria",127.36222,"Million tonnes CO2 eq."
"2014","Climate Change (Short-Term)","Domestic production","N2O","Algeria",3.57869,"Million tonnes CO2 eq."
"2015","Climate Change (Short-Term)","Consumption footprint","CH4","Algeria",27.11704,"Million tonnes CO2 eq."
"2015","Climate Change (Short-Term)","Consumption footprint","CO2","Algeria",130.44234,"Million tonnes CO2 eq."
"2015","Climate Change (Short-Term)","Consumption footprint","N2O","Algeria",5.66556,"Million tonnes CO2 eq."
"2015","Climate Change (Short-Term)","Domestic production","CH4","Algeria",95.1843,"Million tonnes CO2 eq."
"2015","Climate Change (Short-Term)","Domestic production","CO2","Algeria",135.37069,"Million tonnes CO2 eq."
"2015","Climate Change (Short-Term)","Domestic production","N2O","Algeria",3.67948,"Million tonnes CO2 eq."
"2016","Climate Change (Short-Term)","Consumption footprint","CH4","Algeria",27.64386,"Million tonnes CO2 eq."
"2016","Climate Change (Short-Term)","Consumption footprint","CO2","Algeria",127.43443,"Million tonnes CO2 eq."
"2016","Climate Change (Short-Term)","Consumption footprint","N2O","Algeria",5.63418,"Million tonnes CO2 eq."
"2016","Climate Change (Short-Term)","Domestic production","CH4","Algeria",95.18429,"Million tonnes CO2 eq."
"2016","Climate Change (Short-Term)","Domestic production","CO2","Algeria",135.29031,"Million tonnes CO2 eq."
"2016","Climate Change (Short-Term)","Domestic production","N2O","Algeria",3.67915,"Million tonnes CO2 eq."
"2017","Climate Change (Short-Term)","Consumption footprint","CH4","Algeria",26.9792,"Million tonnes CO2 eq."
"2017","Climate Change (Short-Term)","Consumption footprint","CO2","Algeria",125.73758,"Million tonnes CO2 eq."
"2017","Climate Change (Short-Term)","Consumption footprint","N2O","Algeria",5.40245,"Million tonnes CO2 eq."
"2017","Climate Change (Short-Term)","Domestic production","CH4","Algeria",95.18429,"Million tonnes CO2 eq."
"2017","Climate Change (Short-Term)","Domestic production","CO2","Algeria",136.25508,"Million tonnes CO2 eq."
"2017","Climate Change (Short-Term)","Domestic production","N2O","Algeria",3.67911,"Million tonnes CO2 eq."
"2018","Climate Change (Short-Term)","Consumption footprint","CH4","Algeria",101.84181,"Million tonnes CO2 eq."
"2018","Climate Change (Short-Term)","Consumption footprint","CO2","Algeria",133.33696,"Million tonnes CO2 eq."
"2018","Climate Change (Short-Term)","Consumption footprint","N2O","Algeria",4.69639,"Million tonnes CO2 eq."
"2018","Climate Change (Short-Term)","Domestic production","CH4","Algeria",95.18429,"Million tonnes CO2 eq."
"2018","Climate Change (Short-Term)","Domestic production","CO2","Algeria",142.57527,"Million tonnes CO2 eq."
"2018","Climate Change (Short-Term)","Domestic production","N2O","Algeria",3.67886,"Million tonnes CO2 eq."
